time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-05-28T20:18:41.170Z,31.652,129.591,24.4,4.6,mb,56,117.9,,0.63,us,usp000j2cd,2014-11-07T01:44:56.025Z,"Kyushu, Japan",earthquake,,9.3,,32,reviewed,us,us
2011-04-29T04:38:37.770Z,30.256,130.782,51.1,4.8,mb,126,58.3,,0.98,us,usp000j0rb,2014-11-07T01:44:38.999Z,"Kyushu, Japan",earthquake,,4.5,,58,reviewed,us,us
2011-04-09T12:57:47.820Z,29.999,131.78,11,5.9,mww,319,12.6,,0.73,us,usp000hzky,2015-06-30T16:59:03.823Z,"southeast of the Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2011-03-21T22:40:19.560Z,30.682,132.326,19.6,4.3,mb,24,139.1,,0.67,us,usp000hy70,2014-11-07T01:44:16.955Z,"southeast of Shikoku, Japan",earthquake,,19.4,,5,reviewed,us,us
2011-03-17T23:15:53.450Z,31.044,130.641,10,4,mb,9,145.9,,1.03,us,usp000hxr7,2014-11-07T01:44:12.941Z,"Kyushu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-17T21:14:56.420Z,30.728,132.344,30.8,4.1,mb,24,123.1,,0.69,us,usp000hxqt,2014-11-07T01:44:12.845Z,"southeast of Shikoku, Japan",earthquake,,15,,3,reviewed,us,us
2011-03-11T09:24:04.420Z,33.806,134.631,10,4.5,mb,18,68.5,,0.86,us,usp000hvsh,2014-11-07T01:43:55.946Z,"Shikoku, Japan",earthquake,,,,7,reviewed,us,us
2011-02-28T00:04:34.420Z,32.085,131.672,40.8,4.7,mb,55,118.2,,0.98,us,usp000hv59,2014-11-07T01:43:44.630Z,"Kyushu, Japan",earthquake,,6.5,,14,reviewed,us,us
2011-02-06T19:40:32.340Z,31.204,130.28,150.2,4.7,mb,203,74.3,,1.02,us,usp000hu61,2014-11-07T01:43:37.833Z,"Kyushu, Japan",earthquake,,,,122,reviewed,us,us
2011-02-04T09:11:25.890Z,31.069,131.394,48.1,4.9,mb,106,52.3,,0.99,us,usp000hu2j,2014-11-07T01:43:36.963Z,"Kyushu, Japan",earthquake,,4.4,,36,reviewed,us,us
2011-01-31T17:32:28.810Z,31.812,131.88,44.5,4.2,mb,23,124.5,,0.93,us,usp000htx2,2014-11-07T01:43:32.049Z,"Kyushu, Japan",earthquake,,10.4,,5,reviewed,us,us
2011-01-16T11:33:24.930Z,33.936,133.739,41.4,4.6,mb,57,72.2,,0.79,us,usp000ht7d,2015-03-24T01:14:27.254Z,"Shikoku, Japan",earthquake,,4.7,,11,reviewed,us,us
2010-12-27T04:20:14.470Z,30.956,130.385,142.1,4,mb,25,127.8,,0.79,us,usp000hs3a,2014-11-07T01:43:15.610Z,"Kyushu, Japan",earthquake,,8.6,,4,reviewed,us,us
2010-12-26T11:25:06.000Z,33.974,131.261,10.1,4.4,mb,12,112.6,,1,us,usp000hs1d,2014-11-07T01:43:15.345Z,"Kyushu, Japan",earthquake,,14.8,,1,reviewed,us,us
2010-12-07T00:36:48.540Z,32.652,132.073,57.5,4.1,mb,14,94.7,,1.04,us,usp000hqkw,2014-11-07T01:43:05.096Z,"Shikoku, Japan",earthquake,,12.8,,7,reviewed,us,us
2010-11-27T00:16:32.050Z,29.851,130.983,59,4.2,mb,17,99.7,,1.28,us,usp000hq62,2014-11-07T01:42:58.434Z,"Ryukyu Islands, Japan",earthquake,,13.8,,10,reviewed,us,us
2010-10-17T19:02:36.260Z,30.022,130.919,37.1,4,mb,6,143.9,,0.65,us,usp000hn7n,2014-11-07T01:42:43.214Z,"Kyushu, Japan",earthquake,,23.4,,1,reviewed,us,us
2010-10-06T17:36:09.330Z,29.867,131.661,36.8,4.4,mb,12,138.9,,0.53,us,usp000hmpk,2014-11-07T01:42:39.417Z,"southeast of the Ryukyu Islands, Japan",earthquake,,9.4,,1,reviewed,us,us
2010-10-06T04:51:51.110Z,33.523,133.748,36.9,4.2,mwr,33,130,,0.64,us,usp000hmp2,2014-11-07T01:42:39.322Z,"Shikoku, Japan",earthquake,,6.5,,,reviewed,us,nied
2010-09-25T23:24:58.630Z,30.76,130.311,126.5,4.5,mwr,54,127.9,,1.12,us,usp000hm69,2014-11-07T01:42:30.749Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2010-09-21T05:11:43.120Z,30.189,130.272,88,4.1,mb,21,113.8,,0.79,us,usp000hm0p,2014-11-07T01:42:29.891Z,"Kyushu, Japan",earthquake,,7.7,,1,reviewed,us,us
2010-08-30T04:25:04.120Z,30.786,132.19,27.7,4.5,mwr,64,102.7,,0.82,us,usp000hjxu,2014-11-07T01:42:18.776Z,"southeast of Shikoku, Japan",earthquake,,10.1,,,reviewed,us,nied
2010-07-23T05:25:46.360Z,34.001,132.83,15.7,4.3,mb,21,113.3,,1.14,us,usp000hgjf,2014-11-07T01:41:59.496Z,"western Honshu, Japan",earthquake,,26.1,,5,reviewed,us,us
2010-06-07T11:07:23.090Z,30.011,130.956,29.3,4.8,mwr,75,122.4,,1.01,us,usp000hdpg,2014-11-07T01:41:39.229Z,"Kyushu, Japan",earthquake,,12.9,,,reviewed,us,nied
2010-05-13T11:01:14.690Z,33.367,131.495,104,4.8,mwc,141,31.6,,0.79,us,usp000hcq1,2015-03-24T18:31:10.115Z,"Kyushu, Japan",earthquake,,3,,,reviewed,us,gcmt
2010-02-21T02:49:44.850Z,33.813,132.182,10,4.1,mb,24,118.1,,1.11,us,usp000h7he,2014-11-07T01:40:43.968Z,"Shikoku, Japan",earthquake,,,,4,reviewed,us,us
2010-02-04T11:29:50.410Z,31.323,131.587,43.8,4.3,mb,39,114.9,,0.98,us,usp000h6y5,2014-11-07T01:40:39.651Z,"Kyushu, Japan",earthquake,,7.8,,8,reviewed,us,us
2010-01-25T07:15:08.980Z,30.964,130.888,38.2,5.5,mwb,299,28.1,,0.96,us,usp000h6kk,2015-03-24T02:36:33.938Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,us
2010-01-05T19:33:47.760Z,30.087,131.018,37.9,4.3,mb,35,128.5,,1.05,us,usp000h5s9,2014-11-07T01:40:25.381Z,"Kyushu, Japan",earthquake,,8.6,,13,reviewed,us,us
2009-12-16T05:12:51.400Z,33.108,133.303,29.7,4.4,mb,39,123.5,,0.52,us,usp000h531,2014-11-07T01:40:16.834Z,"Shikoku, Japan",earthquake,,10.2,,9,reviewed,us,us
2009-12-01T00:57:44.190Z,32.123,129.266,35,4.3,mb,22,126.2,,0.63,us,usp000h4mc,2014-11-07T01:40:11.508Z,"Kyushu, Japan",earthquake,,,,4,reviewed,us,us
2009-11-28T10:45:48.530Z,31.368,130.41,166.8,4.7,mwr,103,56.9,,0.72,us,usp000h4hb,2014-11-07T01:40:09.415Z,"Kyushu, Japan",earthquake,,3.8,,,reviewed,us,nied
2009-10-28T17:37:09.940Z,32.332,131.907,42.6,4.8,mwr,49,113.9,,0.99,us,usp000h3gz,2014-11-07T01:39:58.981Z,"Kyushu, Japan",earthquake,,7.5,,,reviewed,us,nied
2009-10-20T12:28:11.710Z,30.934,130.227,162.2,4.1,mwr,36,121.4,,0.9,us,usp000h36y,2014-11-07T01:39:57.420Z,"Kyushu, Japan",earthquake,,6.5,,,reviewed,us,nied
2009-09-03T13:26:17.950Z,31.14,130.014,163,6.2,mwc,460,20.7,,1,us,usp000h16f,2015-07-01T17:03:54.000Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,us
2009-09-01T21:40:22.420Z,33.822,132.714,35,4,mb,8,224.3,,1.16,us,usp000h14k,2014-11-07T01:39:38.209Z,"Shikoku, Japan",earthquake,,,,5,reviewed,us,us
2009-09-01T15:26:06.880Z,29.835,130.207,46.2,4.5,mwr,40,94.7,,0.97,us,usp000h146,2014-11-07T01:39:37.790Z,"Ryukyu Islands, Japan",earthquake,,7.8,,,reviewed,us,nied
2009-08-28T11:00:13.480Z,29.922,130.593,54.1,4.5,mwr,34,122.2,,0.81,us,usp000h0z9,2014-11-07T01:39:34.406Z,"Ryukyu Islands, Japan",earthquake,,7.3,,,reviewed,us,nied
2009-08-28T05:47:53.880Z,29.918,130.528,64.8,5.2,mwr,123,100.4,,0.88,us,usp000h0yv,2014-11-07T01:39:34.340Z,"Ryukyu Islands, Japan",earthquake,,5.2,,,reviewed,us,nied
2009-08-05T03:51:15.620Z,32.538,131.856,45.6,5,mwc,170,43.1,,0.84,us,usp000gzzu,2015-03-24T02:40:43.898Z,"Kyushu, Japan",earthquake,,3.9,,,reviewed,us,gcmt
2009-08-03T11:18:19.210Z,32.394,130.485,35,4.4,mb,36,87.8,,1.01,us,usp000gzxz,2014-11-07T01:39:26.707Z,"Kyushu, Japan",earthquake,,,,5,reviewed,us,us
2009-07-22T14:51:02.260Z,33.025,134.303,19.9,4.5,mwr,33,130.8,,0.53,us,usp000gzhq,2015-03-24T02:42:15.034Z,"Shikoku, Japan",earthquake,,14.5,,,reviewed,us,nied
2009-07-17T20:16:45.030Z,33.455,131.788,70.8,4.3,mwr,46,73.8,,1.15,us,usp000gzd0,2015-03-24T02:21:09.756Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2009-06-29T21:18:14.990Z,30.927,130.345,142.3,4,mb,24,127.8,,0.77,us,usp000gyry,2014-11-07T01:39:12.552Z,"Kyushu, Japan",earthquake,,6.1,,2,reviewed,us,us
2009-06-28T00:35:28.450Z,32.981,129.895,22,4,mb,17,131.5,,,us,usp000gypm,2014-11-07T01:39:12.184Z,"Kyushu, Japan",earthquake,,,,1,reviewed,jma,us
2009-06-25T14:03:56.270Z,33.276,130.754,14.4,4.5,mwr,61,86.1,,0.97,us,usp000gykg,2014-11-07T01:39:11.656Z,"Kyushu, Japan",earthquake,,6.5,,,reviewed,us,nied
2009-06-19T19:22:15.660Z,32.754,134.924,10,4.4,mwr,50,131.3,,1.19,us,usp000gycy,2014-11-07T01:39:10.604Z,"Shikoku, Japan",earthquake,,0,,,reviewed,us,nied
2009-06-14T10:17:55.720Z,33.139,131.993,63.6,4.2,mwr,27,116.3,,1.04,us,usp000gy6h,2014-11-07T01:39:09.614Z,"Kyushu, Japan",earthquake,,5.8,,,reviewed,us,nied
2009-04-22T11:31:55.390Z,30.052,131.323,33.5,4.3,mb,4,262.3,,,us,usp000gwg5,2014-11-07T01:38:49.356Z,"Kyushu, Japan",earthquake,,,,3,reviewed,jma,us
2009-04-22T11:24:12.120Z,30.12,131.001,26.8,4.9,mwr,101,121.1,,0.74,us,usp000gwg4,2014-11-07T01:38:49.345Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2009-04-05T09:53:16.020Z,31.954,131.748,10,4.2,mb,23,129,,1.41,us,usp000gvsr,2014-11-07T01:38:44.199Z,"Kyushu, Japan",earthquake,,,,1,reviewed,us,us
2009-04-05T09:36:26.240Z,32.007,131.417,26,5.8,mwc,266,34.9,,0.94,us,usp000gvsp,2015-06-30T16:59:03.574Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,us
2009-03-30T21:59:53.040Z,31.16,130.402,156.7,4.4,mb,51,121.1,,0.68,us,usp000gvka,2014-11-07T01:38:39.289Z,"Kyushu, Japan",earthquake,,4.8,,15,reviewed,us,us
2009-03-19T10:40:12.780Z,32.039,129.368,33.9,4.3,mb,28,63.3,,0.92,us,usp000gv57,2014-11-07T01:38:36.231Z,"Kyushu, Japan",earthquake,,17.8,,6,reviewed,us,us
2009-01-24T17:33:38.640Z,33.524,131.686,81.7,4.7,mwr,106,104.4,,0.76,us,usp000gt25,2015-03-24T02:06:31.134Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2009-01-22T15:24:36.060Z,30.125,131.146,25.7,4.5,mwr,59,128.6,,0.99,us,usp000gszj,2014-11-07T01:38:14.401Z,"Kyushu, Japan",earthquake,,14.1,,,reviewed,us,nied
2008-12-19T03:44:17.620Z,33.617,131.5,133.4,4.2,mb,36,107.5,,0.7,us,usp000gqwy,2014-11-07T01:37:59.703Z,"Kyushu, Japan",earthquake,,4.9,,9,reviewed,us,us
2008-12-13T12:32:44.040Z,31.383,129.656,10,4.3,mwr,43,116.9,,1.38,us,usp000gqh6,2014-11-07T01:37:57.824Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2008-11-15T20:39:22.680Z,30.096,131.267,48.8,4.1,mb,11,179.5,,1.07,us,usp000gnsh,2014-11-07T01:37:44.520Z,"Kyushu, Japan",earthquake,,13.8,,1,reviewed,us,us
2008-11-08T03:59:51.420Z,31.259,130.355,178.1,3.4,mb,11,161.9,,0.88,us,usp000gn77,2014-11-07T01:37:42.046Z,"Kyushu, Japan",earthquake,,8.7,,1,reviewed,us,us
2008-11-05T20:28:49.380Z,31.206,130.467,156.2,4.2,mb,21,128.9,,0.72,us,usp000gn1d,2014-11-07T01:37:41.272Z,"Kyushu, Japan",earthquake,,7.1,,3,reviewed,us,us
2008-10-30T07:47:21.860Z,32.659,132.23,36.6,3.6,m,6,127.3,,,us,usp000gmdu,2014-11-07T01:37:34.365Z,"Shikoku, Japan",earthquake,,,,,reviewed,jma,jma
2008-10-29T22:59:25.980Z,33.573,131.783,84.2,3.8,mb,8,118.1,,,us,usp000gmch,2014-11-07T01:37:34.178Z,"Kyushu, Japan",earthquake,,,,1,reviewed,jma,us
2008-10-16T04:32:53.040Z,32.896,130.09,9.9,3.9,m,7,141,,,us,usp000gkbx,2014-11-07T01:37:29.658Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2008-10-11T07:17:04.820Z,31.546,133.252,35,4.2,mb,11,127.2,,0.67,us,usp000gjxy,2014-11-07T01:37:27.231Z,"southeast of Shikoku, Japan",earthquake,,,,1,reviewed,us,us
2008-10-10T23:34:30.130Z,31.16,131.688,35,3.7,m,6,326.1,,0.45,us,usp000gjx6,2014-11-07T01:37:27.076Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,jma
2008-10-02T19:57:27.870Z,30.833,130.199,137.6,3,m,14,127.6,,1,us,usp000gj62,2014-11-07T01:37:22.218Z,"Kyushu, Japan",earthquake,,9.2,,,reviewed,us,jma
2008-09-25T19:05:20.260Z,32.229,131.027,111.5,4.4,mb,44,117.9,,0.83,us,usp000ghqj,2014-11-07T01:37:14.961Z,"Kyushu, Japan",earthquake,,,,9,reviewed,us,us
2008-09-18T22:23:32.290Z,33.817,132.211,59.3,4.1,mb,30,104.5,,0.84,us,usp000ghar,2014-11-07T01:37:13.316Z,"Shikoku, Japan",earthquake,,6.8,,9,reviewed,us,us
2008-09-17T22:58:58.950Z,31.65,130.018,6.3,3.5,m,4,246.7,,,us,usp000gh8h,2014-11-07T01:37:12.967Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2008-09-12T01:24:09.430Z,32.729,131.309,100,3.8,mb,7,123.7,,0.74,us,usp000ggwq,2014-11-07T01:37:11.375Z,"Kyushu, Japan",earthquake,,,,1,reviewed,us,us
2008-09-03T14:32:06.830Z,33.435,131.029,4.8,4.1,mb,13,128.4,,1.07,us,usp000ggay,2014-11-07T01:37:07.357Z,"Kyushu, Japan",earthquake,,18.9,,2,reviewed,us,us
2008-08-24T00:25:45.450Z,30.457,131.008,35,4.5,mwr,30,128,,0.84,us,usp000gfcd,2014-11-07T01:36:58.268Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2008-08-06T03:10:27.880Z,32.291,131.09,86.8,3.7,mb,13,129.1,,0.61,us,usp000gdy8,2014-11-07T01:36:50.753Z,"Kyushu, Japan",earthquake,,,,2,reviewed,us,us
2008-07-10T19:21:56.830Z,32.159,132.016,30.1,4.1,m,9,129.2,,,us,usp000gbus,2014-11-07T01:36:36.571Z,"Shikoku, Japan",earthquake,,,,,reviewed,jma,jma
2008-06-10T19:09:51.890Z,30.191,131.126,57.3,4.7,mwr,37,122.5,,0.94,us,usp000g959,2014-11-07T01:36:18.409Z,"Kyushu, Japan",earthquake,,9.9,,,reviewed,us,nied
2008-05-22T19:47:14.850Z,30.807,131.329,35,4.5,mwr,43,127,,0.78,us,usp000g7gy,2014-11-07T01:36:04.491Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2008-05-17T22:15:06.500Z,30.84,129.463,243.2,4.4,mb,71,102.1,,0.92,us,usp000g740,2014-11-07T01:36:02.292Z,"Kyushu, Japan",earthquake,,5.9,,31,reviewed,us,us
2008-05-10T19:19:14.080Z,32.006,130.878,26.9,4.1,mb,13,125.3,,1.1,us,usp000g615,2014-11-07T01:35:55.038Z,"Kyushu, Japan",earthquake,,23.3,,4,reviewed,us,us
2008-04-30T20:51:48.480Z,32.607,131.905,10,4,mb,21,119.7,,1.01,us,usp000g573,2014-11-07T01:35:45.455Z,"Kyushu, Japan",earthquake,,,,5,reviewed,us,us
2008-04-26T18:56:51.510Z,32.588,131.826,10,4.1,mb,10,122.4,,0.32,us,usp000g4xd,2014-11-07T01:35:44.070Z,"Kyushu, Japan",earthquake,,,,1,reviewed,us,us
2008-04-22T09:25:59.900Z,31.186,131.718,10,4.3,mb,20,121.5,,0.96,us,usp000g4jb,2014-11-07T01:35:41.497Z,"Kyushu, Japan",earthquake,,,,5,reviewed,us,us
2008-04-22T09:07:10.410Z,31.174,131.562,36,4.4,mb,27,122.7,,0.88,us,usp000g4j8,2014-11-07T01:35:41.489Z,"Kyushu, Japan",earthquake,,11.3,,9,reviewed,us,us
2008-04-20T01:39:17.320Z,31.835,131.666,31.5,3.9,mb,14,129.5,,1.19,us,usp000g4cn,2014-11-07T01:35:40.878Z,"Kyushu, Japan",earthquake,,,,2,reviewed,us,us
2008-03-17T11:46:15.870Z,30.227,131.68,48.8,3.5,m,8,137.5,,,us,usp000g1p4,2014-11-07T01:35:16.217Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2008-03-16T00:00:06.580Z,30.274,131.446,38.2,3.2,m,9,136.1,,0.69,us,usp000g1jr,2014-11-07T01:35:15.830Z,"Kyushu, Japan",earthquake,,14.4,,,reviewed,us,jma
2008-03-10T02:14:11.220Z,30.25,131.481,35,3.5,m,12,128.8,,0.8,us,usp000g149,2014-11-07T01:35:13.514Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,jma
2008-03-10T01:44:33.130Z,31.793,131.462,53.8,5.1,mwc,189,95.7,,0.83,us,usp000g145,2015-03-24T02:30:08.449Z,"Kyushu, Japan",earthquake,,6.7,,,reviewed,us,gcmt
2008-03-07T18:52:19.090Z,33.971,132.543,50.3,4.2,mb,25,112.1,,0.8,us,usp000g0xf,2014-11-07T01:35:12.457Z,"Shikoku, Japan",earthquake,,10.1,,5,reviewed,us,us
2008-03-06T14:31:53.490Z,30.245,131.69,43.9,4.6,mb,44,122.7,,,us,usp000g0v4,2014-11-07T01:35:11.867Z,"Kyushu, Japan",earthquake,,,,15,reviewed,jma,us
2008-03-03T15:15:47.410Z,31.384,132.283,32.9,3.6,m,11,128.5,,0.34,us,usp000g0km,2014-11-07T01:35:10.741Z,"southeast of Shikoku, Japan",earthquake,,,,,reviewed,us,jma
2008-03-03T12:41:02.330Z,31.222,129.828,9.5,4.2,mb,12,124.1,,,us,usp000g0jz,2014-11-07T01:35:10.612Z,"Kyushu, Japan",earthquake,,,,2,reviewed,jma,us
2008-02-22T08:34:47.930Z,31.129,132.035,19.8,4.4,mb,32,115.2,,0.47,us,usp000fznc,2014-11-07T01:35:01.590Z,"southeast of Shikoku, Japan",earthquake,,14.8,,9,reviewed,us,us
2008-02-17T15:40:36.890Z,31.78,131.564,27.3,3.8,mb,13,122.7,,0.52,us,usp000fz46,2014-11-07T01:34:58.186Z,"Kyushu, Japan",earthquake,,19.8,,1,reviewed,us,us
2008-02-04T10:00:31.850Z,31.174,130.377,160.7,3.9,m,7,126.7,,,us,usp000fy4w,2014-11-07T01:34:53.661Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2008-02-02T17:56:48.200Z,32.477,131.032,164.4,3.8,mb,27,116.4,,0.54,us,usp000fy0a,2014-11-07T01:34:52.387Z,"Kyushu, Japan",earthquake,,7.7,,7,reviewed,us,us
2008-02-01T14:40:22.310Z,34.207,135.081,10.1,3.4,m,5,134.1,,,us,usp000fxxp,2014-11-07T01:34:50.652Z,"near the south coast of western Honshu, Japan",earthquake,,,,,reviewed,jma,jma
2008-01-25T02:14:38.230Z,32.453,130.972,178.2,4.1,mb,27,116.3,,0.51,us,usp000fxde,2014-11-07T01:34:45.784Z,"Kyushu, Japan",earthquake,,10.9,,4,reviewed,us,us
2008-01-21T22:32:44.440Z,30.964,131.852,30.4,4,mb,22,115,,0.7,us,usp000fx6e,2014-11-07T01:34:44.534Z,"Kyushu, Japan",earthquake,,14.1,,4,reviewed,us,us
2008-01-17T03:29:27.940Z,31.335,130.349,163.1,3.7,m,9,131.8,,0.99,us,usp000fwvk,2014-11-07T01:34:43.077Z,"Kyushu, Japan",earthquake,,52.9,,,reviewed,us,jma
2008-01-16T00:07:42.010Z,30.557,130.306,93.9,3.7,mb,14,129.3,,0.91,us,usp000fwt8,2014-11-07T01:34:42.751Z,"Kyushu, Japan",earthquake,,10,,2,reviewed,us,us
2008-01-11T06:47:51.950Z,31.679,131.934,48.1,4.2,m,8,172.1,,,us,usp000fwf1,2014-11-07T01:34:40.211Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-12-24T21:33:57.280Z,32.864,135.097,35,4.3,mb,25,139.8,,1.29,us,usp000fv5x,2014-11-07T01:34:28.725Z,"southeast of Shikoku, Japan",earthquake,,,,8,reviewed,us,us
2007-12-22T17:49:08.030Z,31.381,131.398,34.3,4.9,mwc,95,107,,0.89,us,usp000fv16,2015-02-11T17:18:45.000Z,"Kyushu, Japan",earthquake,,13.5,,,reviewed,us,gcmt
2007-12-22T17:48:03.070Z,31.46,131.399,24.9,4.4,mb,26,128.8,,0.98,us,usp000fv15,2014-11-07T01:34:28.154Z,"Kyushu, Japan",earthquake,,19.1,,9,reviewed,us,us
2007-12-11T05:05:55.740Z,30.453,131.113,35.4,4.4,mb,24,122.5,,0.78,us,usp000fu84,2014-11-07T01:34:23.665Z,"Kyushu, Japan",earthquake,,9.1,,7,reviewed,us,us
2007-12-10T23:52:23.680Z,31.131,130.429,160.1,3.8,m,8,156.2,,0.87,us,usp000fu7n,2014-11-07T01:34:23.604Z,"Kyushu, Japan",earthquake,,15.7,,,reviewed,us,jma
2007-11-29T11:17:51.510Z,32.841,131.807,68.8,4.2,mb,23,117.6,,0.92,us,usp000fthg,2014-11-07T01:34:15.975Z,"Kyushu, Japan",earthquake,,10.9,,8,reviewed,us,us
2007-11-02T14:20:22.750Z,32.093,131.891,23,4.1,m,8,128.3,,,us,usp000fruj,2014-11-07T01:34:06.093Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-10-28T05:40:03.960Z,32.2,132.144,16.5,4.3,m,5,165.7,,,us,usp000frep,2014-11-07T01:34:00.152Z,"Shikoku, Japan",earthquake,,,,,reviewed,jma,jma
2007-10-22T09:39:07.560Z,30.117,132.317,26.9,4.2,mwr,23,129.5,,0.81,us,usp000fr27,2014-11-07T01:33:58.418Z,"southeast of Shikoku, Japan",earthquake,,17.9,,,reviewed,us,nied
2007-10-20T17:09:24.510Z,32.184,131.734,10,4.4,mwr,34,121.5,,0.71,us,usp000fqyr,2014-11-07T01:33:57.956Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2007-10-14T08:47:33.680Z,33.188,132.664,36.2,3.9,m,4,233.5,,,us,usp000fqhf,2014-11-07T01:33:55.821Z,"Shikoku, Japan",earthquake,,,,,reviewed,jma,jma
2007-10-11T14:55:36.160Z,31.3,130.328,161.9,3.9,m,11,120,,1,us,usp000fqb0,2014-11-07T01:33:54.359Z,"Kyushu, Japan",earthquake,,12.4,,,reviewed,us,jma
2007-10-07T19:57:45.980Z,31,131.78,40.5,4.3,mb,20,94.5,,0.81,us,usp000fq2q,2014-11-07T01:33:51.940Z,"Kyushu, Japan",earthquake,,10.2,,4,reviewed,us,us
2007-09-24T08:12:35.970Z,32.577,129.969,13.8,4.4,m,7,135.8,,,us,usp000fp0f,2014-11-07T01:33:38.772Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-09-19T15:06:49.160Z,31.751,131.674,7.5,4.2,mb,8,130,,0.58,us,usp000fnpx,2014-11-07T01:33:37.399Z,"Kyushu, Japan",earthquake,,61.6,,1,reviewed,us,us
2007-09-19T08:38:48.330Z,31.126,131.722,36.9,4.4,m,11,119.5,,,us,usp000fnp0,2014-11-07T01:33:37.264Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-09-06T06:27:10.920Z,31.031,131.568,33.8,3.9,m,5,229.5,,,us,usp000fmhv,2014-11-07T01:33:30.984Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-08-13T06:47:13.020Z,30.021,131.274,33,4.6,mwr,46,122.5,,,us,usp000fjjh,2014-11-07T01:33:15.481Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,nied
2007-08-12T21:22:25.750Z,30.147,130.979,10.5,4.4,mb,23,134.3,,0.84,us,usp000fjhe,2014-11-07T01:33:15.349Z,"Kyushu, Japan",earthquake,,20.2,,2,reviewed,us,us
2007-08-11T18:28:45.590Z,30.792,131.374,46.9,4.4,mb,13,127.3,,0.94,us,usp000fje6,2014-11-07T01:33:14.874Z,"Kyushu, Japan",earthquake,,31.2,,2,reviewed,us,us
2007-08-11T16:48:31.360Z,30.608,131.575,37.5,4.6,mwr,68,107.9,,,us,usp000fje2,2014-11-07T01:33:14.815Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,nied
2007-08-10T21:52:37.770Z,30.036,131.061,26.9,4.8,mwr,56,114.3,,0.7,us,usp000fjc3,2014-11-07T01:33:14.141Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2007-08-10T20:54:10.330Z,30.076,131.085,35,4.3,mwr,16,135.1,,0.81,us,usp000fjc0,2014-11-07T01:33:14.136Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,nied
2007-08-10T20:33:56.980Z,30.466,131.052,58.9,4.3,m,10,130.9,,0.95,us,usp000fjbv,2014-11-07T01:33:14.121Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,jma
2007-08-10T14:45:01.210Z,29.963,131.388,35.2,3.5,m,7,137.1,,,us,usp000fjb7,2014-11-07T01:33:14.045Z,"southeast of the Ryukyu Islands, Japan",earthquake,,,,,reviewed,jma,jma
2007-08-09T20:30:12.380Z,30.074,131.153,29,5,mwc,86,91.9,,1.04,us,usp000fj9h,2015-02-11T17:18:39.000Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,gcmt
2007-08-07T07:39:26.330Z,32.594,131.109,148.2,3.9,m,9,128.7,,,us,usp000fj36,2014-11-07T01:33:12.901Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-08-01T03:50:24.310Z,30.396,130.67,26.3,4.6,mwr,52,121,,1.06,us,usp000fhk4,2014-11-07T01:33:08.384Z,"Kyushu, Japan",earthquake,,42,,,reviewed,us,nied
2007-07-31T01:22:41.080Z,32.163,131.878,21.3,4.1,m,7,175.1,,,us,usp000fhfs,2014-11-07T01:33:05.611Z,"Kyushu, Japan",earthquake,,,,,reviewed,jma,jma
2007-07-07T23:44:05.410Z,33.433,134.804,37.5,4.4,mb,22,125.1,,,us,usp000ffq6,2014-11-07T01:32:55.334Z,"Shikoku, Japan",earthquake,,,,3,reviewed,jma,us
2007-06-11T20:30:11.790Z,30.533,130.53,56,4.4,mb,28,124.6,,1.6,us,usp000fdum,2014-11-07T01:32:41.238Z,"Kyushu, Japan",earthquake,,11.7,,6,reviewed,us,us
